IMSI,话单数,短信数,语音时长分钟,上网流量MB,上网时长分钟,平均带宽Kbps,对端号码数,流量4G占比,业务线标识,月份数
908240822135625 ,5.00 ,3.50 ,0.90 ,0.07 ,2.78 ,422.09 ,1.00 ,1.00 ,1,2
908240822136729 ,162.33 ,16.67 ,2.65 ,69.69 ,3112.82 ,401.96 ,3.00 ,1.00 ,2,6
908240822138597 ,218.00 ,7.67 ,3.03 ,0.00 ,3209.63 ,0.02 ,1.50 ,1.00 ,1,3
908240822139767 ,96.80 ,7.60 ,1.12 ,0.00 ,1393.95 ,0.02 ,1.33 ,1.00 ,1,5
908240822140151 ,476.00 ,59.00 ,70.22 ,1163.86 ,17518.10 ,1161.08 ,55.00 ,1.00 ,2,1
908240822141247 ,9.00 ,5.00 ,2.82 ,0.09 ,53.35 ,29.65 ,2.33 ,1.00 ,1,3
908240822142109 ,16.50 ,12.00 ,4.26 ,0.76 ,5.04 ,2542.19 ,1.33 ,1.00 ,1,4
908240822143815 ,551.67 ,41.33 ,0.53 ,268.34 ,5954.10 ,796.22 ,1.00 ,1.00 ,1,6
908240822145303 ,105.80 ,21.60 ,24.57 ,49.62 ,900.59 ,938.63 ,7.40 ,1.00 ,2,5
908240822146889 ,243.00 ,30.00 ,68.58 ,39.78 ,2444.77 ,284.35 ,27.00 ,1.00 ,2,1
908240822147365 ,131.67 ,5.00 ,9.29 ,178.62 ,4306.99 ,948.93 ,11.67 ,1.00 ,2,3
908240822150161 ,19.00 ,12.33 ,5.24 ,0.16 ,16.48 ,170.17 ,4.83 ,1.00 ,2,6
908240822164527 ,34.00 ,4.25 ,2.82 ,127.06 ,434.72 ,4511.81 ,1.40 ,0.41 ,2,6
908240822164685 ,48.33 ,18.17 ,34.30 ,0.07 ,264.34 ,74.29 ,15.17 ,1.00 ,1,6
908240822167167 ,75.50 ,4.00 ,0.46 ,1.74 ,1673.73 ,40.75 ,1.50 ,1.00 ,2,2
908240822167195 ,48.00 ,15.33 ,1.13 ,1.35 ,290.30 ,91.56 ,2.33 ,1.00 ,1,3
908240822167725 ,51.67 ,11.00 ,4.68 ,28.93 ,2415.74 ,229.20 ,1.00 ,1.00 ,1,3
908240822168359 ,10.20 ,10.00 ,0.67 ,0.03 ,111.47 ,347.34 ,1.33 ,1.00 ,1,5
908240822171243 ,9.00 ,6.60 ,3.78 ,0.01 ,1.18 ,164.03 ,2.50 ,1.00 ,1,5
908240822177125 ,15.00 ,7.00 ,4.08 ,0.02 ,0.82 ,436.74 ,4.00 ,1.00 ,1,5
908240822177731 ,572.67 ,21.00 ,645.73 ,37.75 ,877.37 ,1760.92 ,140.67 ,1.00 ,2,6
908240822181569 ,1386.83 ,45.33 ,44.87 ,1335.49 ,31761.03 ,736.64 ,15.33 ,1.00 ,2,6
908240822182379 ,52.50 ,10.00 ,16.88 ,0.14 ,13.18 ,185.57 ,6.00 ,0.09 ,1,2
908240822186651 ,32.00 ,5.67 ,8.95 ,13.45 ,736.47 ,397.60 ,4.50 ,1.00 ,2,3
908240822186899 ,14.00 ,5.00 ,6.10 ,0.04 ,3.22 ,219.36 ,4.00 ,1.00 ,2,1
908240822188853 ,56.25 ,5.00 ,21.71 ,0.06 ,794.96 ,1875.10 ,10.75 ,0.99 ,2,4
908240822190495 ,422.17 ,85.17 ,15.41 ,267.37 ,11367.79 ,421.68 ,8.17 ,1.00 ,2,6
908240822191055 ,18.83 ,16.83 ,0.36 ,0.70 ,4.75 ,1317.02 ,2.00 ,1.00 ,1,6
908240822192227 ,6.33 ,5.50 ,1.17 ,0.28 ,25.33 ,173.49 ,2.00 ,1.00 ,1,3
908240822194947 ,243.00 ,17.67 ,73.57 ,35.90 ,6722.98 ,110.96 ,22.00 ,1.00 ,2,6
908240822196987 ,42.83 ,6.00 ,0.13 ,26.06 ,662.00 ,773.04 ,1.00 ,1.00 ,1,6
908240822200325 ,330.67 ,28.00 ,45.69 ,132.24 ,12679.04 ,173.34 ,23.50 ,0.92 ,2,6
908240822201889 ,21.00 ,13.17 ,1.15 ,2.19 ,214.83 ,1255.08 ,2.25 ,1.00 ,1,6
908240822203629 ,325.33 ,79.67 ,44.24 ,655.45 ,2246.07 ,4934.58 ,23.67 ,1.00 ,2,6
908240822205709 ,12.33 ,4.33 ,3.31 ,0.48 ,6.70 ,1254.75 ,5.00 ,1.00 ,2,3
908240822207497 ,82.00 ,11.50 ,30.96 ,31.40 ,2580.98 ,199.91 ,7.00 ,1.00 ,2,2
908240822211853 ,7.00 ,5.25 ,2.78 ,0.02 ,0.88 ,492.73 ,1.00 ,1.00 ,1,4
908240822219149 ,40.20 ,7.40 ,9.61 ,34.53 ,1561.86 ,128.78 ,2.60 ,1.00 ,1,5
908240822221801 ,109.33 ,19.67 ,2.44 ,42.36 ,1742.71 ,499.13 ,1.25 ,1.00 ,1,6
908240822226467 ,35.33 ,16.83 ,0.45 ,7.06 ,624.40 ,2352.48 ,1.00 ,0.64 ,1,6
908240822227905 ,10.00 ,6.50 ,13.33 ,0.15 ,0.87 ,3837.81 ,5.00 ,1.00 ,1,6
908240822229823 ,78.40 ,11.50 ,8.99 ,7.70 ,1999.74 ,354.83 ,5.00 ,0.85 ,1,5
908240822233459 ,85.25 ,12.00 ,0.80 ,29.04 ,1101.81 ,622.69 ,1.00 ,1.00 ,1,4
908240822234537 ,32.60 ,23.80 ,1.46 ,4.62 ,98.82 ,635.94 ,2.50 ,0.69 ,2,5
908240822236583 ,26.67 ,4.00 ,11.23 ,3.06 ,501.46 ,148.49 ,8.67 ,0.82 ,2,3
908240822237253 ,447.17 ,41.33 ,0.65 ,536.40 ,3004.85 ,3171.90 ,1.00 ,1.00 ,1,6
908240822238889 ,244.00 ,21.83 ,14.36 ,132.65 ,2471.53 ,980.94 ,7.00 ,0.99 ,2,6
908240822240495 ,20.00 ,5.00 ,4.40 ,0.79 ,261.03 ,54.97 ,3.00 ,1.00 ,1,2
908240822240771 ,244.17 ,26.33 ,55.55 ,118.75 ,3531.38 ,548.84 ,20.33 ,0.72 ,2,6
908240822243079 ,2318.50 ,40.50 ,8.01 ,1746.13 ,36443.05 ,836.82 ,6.00 ,1.00 ,1,6
908240822243597 ,49.40 ,4.60 ,4.40 ,4.26 ,1662.49 ,131.28 ,3.25 ,0.81 ,2,5
908240822243819 ,19.00 ,11.67 ,0.40 ,5.79 ,197.89 ,774.19 ,2.00 ,1.00 ,1,6
908240822249347 ,32.50 ,3.50 ,0.78 ,8.17 ,1262.16 ,127.85 ,1.50 ,1.00 ,1,2
908240822249647 ,13.20 ,5.40 ,4.20 ,0.09 ,6.56 ,514.65 ,3.20 ,1.00 ,1,5
908240822256113 ,98.00 ,38.17 ,59.53 ,2.10 ,50.88 ,286.46 ,17.50 ,1.00 ,2,6
908240822256487 ,127.00 ,31.00 ,22.82 ,60.16 ,998.38 ,711.19 ,5.67 ,0.87 ,2,3
908240822260613 ,67.00 ,5.83 ,15.37 ,16.64 ,1218.03 ,245.36 ,8.50 ,1.00 ,2,6
908240822260749 ,43.00 ,12.83 ,16.88 ,45.07 ,1554.28 ,373.73 ,4.60 ,0.81 ,2,6
908240822262889 ,2665.50 ,34.17 ,0.47 ,1659.76 ,35200.14 ,863.63 ,2.80 ,1.00 ,1,6
908240822267715 ,19.00 ,12.00 ,10.88 ,0.76 ,38.35 ,269.55 ,3.83 ,1.00 ,1,6
908240822268049 ,30.00 ,9.00 ,34.48 ,0.03 ,0.59 ,504.46 ,10.33 ,1.00 ,1,6
908240822268835 ,36.40 ,20.40 ,11.66 ,0.91 ,5.44 ,2339.21 ,9.80 ,1.00 ,2,5
908240822270413 ,10.50 ,6.00 ,1.49 ,0.05 ,5.65 ,409.46 ,2.50 ,1.00 ,1,2
908240822271673 ,175.50 ,23.33 ,27.33 ,69.79 ,4030.68 ,371.68 ,11.83 ,0.13 ,2,6
908240822272973 ,17.33 ,6.83 ,1.19 ,6.77 ,277.34 ,151.08 ,1.00 ,1.00 ,1,6
908240822274771 ,9.50 ,7.50 ,0.87 ,0.11 ,1.83 ,854.26 ,1.00 ,1.00 ,1,2
908240822276353 ,27.00 ,9.60 ,36.41 ,0.27 ,6.79 ,1079.84 ,12.00 ,1.00 ,2,5
908240822277663 ,31.75 ,11.50 ,3.80 ,5.75 ,558.99 ,188.85 ,1.75 ,1.00 ,1,4
908240822280011 ,106.83 ,9.50 ,26.86 ,20.56 ,1737.54 ,199.22 ,12.20 ,0.84 ,2,6
908240822283197 ,11.83 ,9.00 ,1.10 ,0.14 ,3.30 ,814.35 ,1.25 ,1.00 ,2,6
908240822283747 ,18.75 ,6.75 ,16.83 ,0.04 ,21.20 ,83.76 ,6.00 ,1.00 ,2,4
908240822285577 ,6.50 ,4.50 ,1.08 ,0.01 ,0.95 ,121.35 ,2.00 ,1.00 ,1,2
908240822285851 ,189.00 ,5.00 ,3.72 ,185.35 ,2657.74 ,813.89 ,2.50 ,0.51 ,1,2
908240822287065 ,5.00 ,6.00 ,0.92 ,0.35 ,8.27 ,643.52 ,2.00 ,1.00 ,1,4
908240822287149 ,44.00 ,12.00 ,4.05 ,0.12 ,282.41 ,3.94 ,3.00 ,1.00 ,1,2
908240822290863 ,13.50 ,3.00 ,1.12 ,18.31 ,964.38 ,219.50 ,1.00 ,0.36 ,2,2
908240822291091 ,135.50 ,5.50 ,21.48 ,110.50 ,5365.96 ,390.67 ,13.00 ,1.00 ,2,2
908240822292063 ,252.67 ,19.17 ,91.51 ,2.21 ,2758.48 ,66.13 ,20.67 ,1.00 ,2,6
908240822294479 ,29.50 ,9.67 ,19.97 ,0.01 ,0.32 ,205.21 ,11.67 ,1.00 ,2,6
908240822294749 ,315.83 ,26.00 ,170.90 ,191.86 ,7007.85 ,501.73 ,8.83 ,0.96 ,2,6
908240822298215 ,639.33 ,16.33 ,440.78 ,135.63 ,43113.99 ,61.03 ,42.00 ,0.26 ,2,3
908240822306365 ,489.83 ,27.67 ,35.43 ,258.67 ,4497.62 ,998.76 ,14.67 ,0.88 ,2,6
908240822306447 ,7.67 ,6.00 ,0.23 ,0.58 ,10.83 ,2332.35 ,1.00 ,1.00 ,1,3
908240822309535 ,51.50 ,12.00 ,1.95 ,77.83 ,819.26 ,1753.52 ,3.00 ,1.00 ,1,2
908240822309713 ,132.50 ,15.67 ,32.83 ,10.25 ,1612.12 ,175.96 ,21.67 ,1.00 ,2,6
908240822317687 ,799.00 ,28.00 ,2.05 ,141.98 ,8127.33 ,305.30 ,2.00 ,0.27 ,1,1
908240822320511 ,26.83 ,17.33 ,0.48 ,8.49 ,437.23 ,394.93 ,1.00 ,1.00 ,1,6
908240822322245 ,84.20 ,17.40 ,116.99 ,0.13 ,12.13 ,198.06 ,29.60 ,1.00 ,2,5
908240822325623 ,23.00 ,2.33 ,2.20 ,0.02 ,26.22 ,20.09 ,2.00 ,1.00 ,1,3
908240822331279 ,53.83 ,13.17 ,3.22 ,12.68 ,1082.94 ,166.44 ,1.00 ,0.94 ,1,6
908240822331315 ,11.00 ,3.67 ,12.33 ,0.23 ,5.73 ,693.45 ,5.50 ,1.00 ,2,3
908240822332225 ,50.50 ,8.00 ,47.38 ,1.09 ,21.79 ,1047.70 ,9.00 ,1.00 ,2,2
908240822334601 ,51.50 ,28.00 ,44.57 ,0.18 ,15.12 ,206.75 ,12.50 ,1.00 ,2,2
908240822340759 ,113.83 ,6.17 ,1.52 ,26.16 ,1392.51 ,288.92 ,1.00 ,0.99 ,1,6
908240822341627 ,6.00 ,3.00 ,1.72 ,0.07 ,6.80 ,180.64 ,1.50 ,1.00 ,2,2
908240822343241 ,37.50 ,10.83 ,0.81 ,2.38 ,753.23 ,120.27 ,1.67 ,1.00 ,2,6
908240822346367 ,11.00 ,8.00 ,0.57 ,0.21 ,14.82 ,326.08 ,1.00 ,1.00 ,1,6
908240822346705 ,81.33 ,20.50 ,2.93 ,28.17 ,912.18 ,549.58 ,2.00 ,1.00 ,1,6
908240822349659 ,16.00 ,10.67 ,3.25 ,0.26 ,9.19 ,610.28 ,2.75 ,1.00 ,1,6
908240822351781 ,138.67 ,20.83 ,1.99 ,12.61 ,3033.97 ,15.24 ,1.00 ,0.99 ,2,6
908240822353191 ,49.80 ,4.80 ,3.10 ,0.11 ,7.77 ,260.39 ,3.67 ,0.99 ,2,5
908240822353499 ,14.50 ,10.50 ,5.39 ,0.67 ,440.57 ,26.40 ,1.67 ,1.00 ,1,4
908240822357157 ,56.50 ,13.67 ,0.47 ,61.40 ,849.60 ,489.57 ,1.00 ,1.00 ,1,4
908240822359045 ,15.17 ,7.33 ,0.32 ,0.46 ,33.84 ,778.60 ,1.00 ,1.00 ,1,6
908240822359827 ,1671.50 ,22.67 ,25.71 ,77.10 ,2411.48 ,649.98 ,16.33 ,1.00 ,2,6
908240822360857 ,103.67 ,15.33 ,5.60 ,0.01 ,3105.34 ,0.04 ,2.00 ,0.53 ,2,3
908240822361327 ,156.50 ,5.50 ,1.48 ,4.18 ,3251.12 ,77.94 ,1.00 ,1.00 ,1,2
908240822361627 ,137.00 ,9.00 ,6.35 ,85.09 ,1292.09 ,783.62 ,3.50 ,1.00 ,2,2
908240822362261 ,264.25 ,11.25 ,1.29 ,0.82 ,4001.76 ,1.78 ,1.67 ,1.00 ,1,4
908240822362491 ,26.33 ,4.67 ,22.27 ,0.14 ,7.50 ,1237.13 ,11.50 ,1.00 ,2,6
908240822366223 ,25.33 ,24.00 ,2.18 ,0.83 ,47.27 ,308.44 ,1.00 ,1.00 ,1,3
908240822366797 ,72.33 ,30.00 ,19.41 ,32.10 ,1051.94 ,822.39 ,9.33 ,0.82 ,2,6
908240822368847 ,32.50 ,5.00 ,5.83 ,7.51 ,1519.19 ,105.54 ,2.00 ,1.00 ,1,2
908240822373949 ,17.50 ,6.50 ,21.35 ,0.22 ,23.90 ,161.81 ,4.50 ,1.00 ,2,2
908240822375275 ,115.83 ,10.67 ,6.45 ,0.30 ,1497.06 ,356.76 ,8.40 ,1.00 ,1,6
908240822379873 ,194.50 ,14.00 ,35.14 ,257.81 ,4825.16 ,864.42 ,9.83 ,0.80 ,2,6
908240822380763 ,12.00 ,10.60 ,1.02 ,0.21 ,8.51 ,1102.20 ,2.00 ,1.00 ,1,5
908240822385729 ,33.33 ,7.67 ,34.47 ,0.25 ,130.13 ,589.08 ,9.67 ,1.00 ,2,3
908240822386495 ,370.33 ,26.17 ,6.50 ,538.34 ,10294.23 ,918.31 ,4.83 ,0.09 ,2,6
908240822386829 ,59.17 ,16.00 ,16.09 ,47.72 ,1314.16 ,782.84 ,9.83 ,1.00 ,2,6
908240822387635 ,9.25 ,8.00 ,0.73 ,0.57 ,139.05 ,71.54 ,1.50 ,1.00 ,1,4
908240822389607 ,266.00 ,39.00 ,26.23 ,9.61 ,4751.93 ,35.36 ,16.00 ,0.99 ,2,1
908240822389927 ,15.17 ,5.33 ,18.72 ,0.70 ,10.53 ,577.69 ,5.80 ,1.00 ,2,6
908240822392709 ,185.60 ,11.60 ,26.57 ,17.47 ,7229.07 ,44.86 ,11.00 ,1.00 ,2,5
908240822392769 ,413.83 ,50.17 ,15.49 ,96.86 ,8505.32 ,192.37 ,8.83 ,1.00 ,2,6
908240822395857 ,76.83 ,14.50 ,12.29 ,35.58 ,1247.27 ,452.39 ,6.50 ,1.00 ,2,6
908240822397941 ,223.33 ,34.00 ,40.82 ,93.05 ,1766.89 ,906.20 ,12.50 ,1.00 ,2,6
908240822399759 ,384.80 ,6.80 ,0.68 ,124.98 ,6820.93 ,1112.54 ,1.00 ,1.00 ,1,5
908240822399953 ,284.33 ,46.33 ,201.86 ,79.01 ,6734.38 ,1362.18 ,34.00 ,0.00 ,2,3
908240822400067 ,443.83 ,33.00 ,246.06 ,168.67 ,5968.05 ,483.24 ,59.33 ,1.00 ,2,6
908240822400533 ,250.33 ,19.33 ,0.07 ,226.57 ,2734.42 ,1497.26 ,1.00 ,1.00 ,1,3
908240822403173 ,76.50 ,8.50 ,0.07 ,13.18 ,1478.10 ,142.06 ,1.00 ,1.00 ,2,2
908240822403185 ,8.00 ,6.67 ,0.20 ,0.00 ,162.88 ,0.02 ,1.00 ,1.00 ,1,4
908240822403971 ,215.50 ,8.00 ,6.94 ,217.76 ,1963.44 ,2041.10 ,4.75 ,0.99 ,2,4
908240822404009 ,265.17 ,30.00 ,13.07 ,138.37 ,8496.37 ,242.01 ,1.00 ,0.65 ,1,6
908240822406063 ,118.50 ,38.33 ,15.88 ,8.85 ,1356.16 ,91.38 ,8.50 ,1.00 ,2,6
908240822408231 ,19.75 ,6.50 ,21.79 ,0.17 ,20.75 ,2553.97 ,7.50 ,1.00 ,2,4
908240822409941 ,26.20 ,4.40 ,13.98 ,0.90 ,313.41 ,131.89 ,6.00 ,1.00 ,2,5
908240822411397 ,10.25 ,8.25 ,0.79 ,0.02 ,10.29 ,151.06 ,1.00 ,1.00 ,1,4
908240822413943 ,68.50 ,7.00 ,12.31 ,23.42 ,1105.59 ,465.84 ,5.50 ,1.00 ,2,4
908240822415411 ,755.40 ,46.40 ,3.58 ,433.70 ,8589.63 ,982.84 ,2.75 ,0.24 ,2,5
908240822416869 ,117.80 ,12.00 ,19.61 ,63.99 ,2758.48 ,393.63 ,4.20 ,0.00 ,1,5
908240822420933 ,62.00 ,1.00 ,12.18 ,66.74 ,1524.62 ,765.01 ,3.00 ,1.00 ,2,1
908240822421311 ,74.50 ,11.00 ,1.88 ,28.12 ,2616.82 ,492.47 ,2.00 ,0.17 ,1,4
908240822424917 ,90.00 ,12.00 ,3.65 ,46.27 ,1926.97 ,419.64 ,9.00 ,1.00 ,1,1
908240822425201 ,12.50 ,9.00 ,0.23 ,0.21 ,8.43 ,1529.94 ,1.00 ,1.00 ,1,2
908240822426825 ,145.17 ,30.33 ,19.94 ,102.19 ,1657.64 ,1201.89 ,8.00 ,1.00 ,2,6
908240822431463 ,31.67 ,6.00 ,9.90 ,37.27 ,1091.03 ,492.16 ,5.00 ,1.00 ,2,3
908240822438577 ,129.00 ,8.00 ,0.47 ,331.09 ,972.68 ,2990.49 ,2.00 ,1.00 ,1,2
908240822442229 ,78.20 ,11.20 ,16.63 ,22.90 ,1628.52 ,488.54 ,10.50 ,0.76 ,2,5
908240822443253 ,83.00 ,7.00 ,1.40 ,28.31 ,3366.32 ,146.97 ,1.00 ,1.00 ,1,1
908240822445851 ,6.33 ,5.00 ,0.48 ,0.08 ,6.38 ,226.90 ,1.50 ,1.00 ,1,3
908240822447641 ,124.50 ,14.00 ,94.84 ,9.75 ,2594.73 ,154.76 ,10.25 ,1.00 ,2,4
908240822449185 ,68.33 ,12.00 ,107.25 ,0.56 ,65.53 ,107.95 ,24.80 ,1.00 ,2,6
908240822449543 ,239.60 ,35.00 ,143.02 ,38.77 ,5863.61 ,102.68 ,29.80 ,0.83 ,2,5
908240822450591 ,22.50 ,15.50 ,4.20 ,6.45 ,128.25 ,878.28 ,2.25 ,0.83 ,2,4
908240822452133 ,146.00 ,3.00 ,0.27 ,21.68 ,788.42 ,480.63 ,1.00 ,1.00 ,2,1
908240822452169 ,20.00 ,6.00 ,0.68 ,0.15 ,100.58 ,26.71 ,1.00 ,1.00 ,1,1
908240822453239 ,21.00 ,3.00 ,18.17 ,0.18 ,3.08 ,993.10 ,8.00 ,1.00 ,2,1
908240822458073 ,802.17 ,22.00 ,27.12 ,135.32 ,2834.59 ,998.05 ,10.40 ,0.96 ,2,6
908240822463215 ,121.00 ,6.00 ,5.35 ,39.38 ,4484.82 ,153.45 ,3.00 ,1.00 ,2,1
908240822466985 ,136.40 ,6.40 ,1.13 ,84.76 ,1551.88 ,966.63 ,2.00 ,0.81 ,1,5
908240822468157 ,8.67 ,6.00 ,0.40 ,0.07 ,7.95 ,210.35 ,1.00 ,1.00 ,1,6
908240822472613 ,260.00 ,33.67 ,39.46 ,421.13 ,8408.53 ,975.02 ,5.75 ,0.46 ,1,4
908240822473287 ,441.00 ,32.40 ,19.85 ,252.20 ,4634.17 ,890.70 ,6.50 ,0.99 ,2,5
908240822473381 ,76.00 ,22.80 ,9.93 ,18.99 ,1547.97 ,508.56 ,4.50 ,1.00 ,1,5
908240822474533 ,824.00 ,33.83 ,9.36 ,439.16 ,16627.20 ,1241.23 ,5.50 ,1.00 ,1,6
908240822476977 ,425.83 ,11.33 ,1.52 ,8.13 ,10593.72 ,18.25 ,2.50 ,1.00 ,2,6
908240822480263 ,16.50 ,3.50 ,19.37 ,0.06 ,8.02 ,132.91 ,7.00 ,1.00 ,2,2
908240822480543 ,9.00 ,5.00 ,7.02 ,0.05 ,4.75 ,181.44 ,3.50 ,1.00 ,2,3
908240822481343 ,312.50 ,23.17 ,52.25 ,121.71 ,5349.77 ,428.80 ,12.33 ,1.00 ,1,6
908240822482735 ,357.33 ,16.00 ,14.06 ,62.69 ,5643.21 ,395.31 ,8.67 ,1.00 ,2,6
908240822485021 ,264.83 ,40.00 ,33.49 ,75.15 ,5626.46 ,234.65 ,10.33 ,0.93 ,2,6
908240822488679 ,1937.17 ,28.17 ,643.41 ,1819.81 ,25459.80 ,966.82 ,54.17 ,0.86 ,2,6
908240822491991 ,10.83 ,8.17 ,1.86 ,2.83 ,5.28 ,3418.26 ,2.33 ,1.00 ,1,6
908240822492127 ,155.50 ,30.50 ,10.68 ,68.74 ,3668.03 ,489.42 ,4.00 ,0.99 ,1,6
908240822492637 ,28.00 ,5.00 ,22.43 ,2.34 ,130.33 ,313.97 ,8.00 ,1.00 ,2,1
908240822494269 ,120.25 ,7.50 ,10.07 ,26.82 ,1514.39 ,197.46 ,5.33 ,1.00 ,1,4
908240822498309 ,28.33 ,14.17 ,0.20 ,14.72 ,448.75 ,574.99 ,1.00 ,1.00 ,1,6
908240822501987 ,6.33 ,4.33 ,5.88 ,0.03 ,0.18 ,2727.09 ,1.33 ,1.00 ,1,3
908240822502329 ,157.00 ,14.25 ,30.12 ,0.57 ,1449.87 ,4.12 ,9.50 ,0.86 ,2,4
908240822503003 ,5.67 ,3.33 ,1.09 ,0.19 ,12.55 ,272.42 ,1.50 ,1.00 ,1,3
908240822508251 ,15.00 ,6.00 ,3.05 ,0.01 ,16.45 ,7.59 ,2.00 ,1.00 ,1,1
908240822508407 ,24.00 ,17.00 ,0.42 ,3.14 ,10.90 ,2520.48 ,1.00 ,1.00 ,1,2
908240822508633 ,23.00 ,13.00 ,1.12 ,0.63 ,20.37 ,541.38 ,2.00 ,1.00 ,2,1
908240822510259 ,25.25 ,6.50 ,1.43 ,11.09 ,147.01 ,963.91 ,1.00 ,1.00 ,1,4
908240822510357 ,39.50 ,5.50 ,60.13 ,0.03 ,1.86 ,445.37 ,11.75 ,1.00 ,2,4
908240822515193 ,17.20 ,12.00 ,4.56 ,0.22 ,21.88 ,613.84 ,3.00 ,1.00 ,1,5
908240822516431 ,90.00 ,8.50 ,0.27 ,133.39 ,1500.58 ,1323.74 ,1.00 ,0.00 ,1,2
908240822517071 ,7.40 ,8.00 ,0.37 ,0.41 ,3.72 ,1913.64 ,1.50 ,1.00 ,1,5
908240822519147 ,11.25 ,7.75 ,58.65 ,0.07 ,2.87 ,400.98 ,8.00 ,1.00 ,1,4
908240822522755 ,189.20 ,24.00 ,7.98 ,0.02 ,3251.64 ,0.12 ,2.80 ,0.74 ,2,5
908240822523965 ,13.50 ,5.33 ,4.17 ,0.29 ,85.68 ,71.34 ,4.50 ,1.00 ,2,4
908240822523969 ,10.50 ,3.60 ,3.67 ,0.49 ,89.94 ,1390.49 ,1.00 ,1.00 ,2,6
908240822528821 ,48.00 ,13.00 ,34.55 ,0.11 ,10.08 ,182.47 ,7.00 ,1.00 ,2,1
908240822530485 ,115.00 ,11.50 ,13.40 ,86.89 ,1633.53 ,844.62 ,9.50 ,1.00 ,2,2
908240822532379 ,1561.33 ,39.50 ,107.84 ,3045.22 ,12874.56 ,3803.08 ,29.33 ,1.00 ,2,6
908240822532459 ,31.20 ,8.40 ,0.93 ,29.46 ,535.04 ,972.95 ,1.67 ,1.00 ,1,5
908240822533135 ,25.40 ,13.20 ,3.59 ,4.02 ,106.47 ,415.66 ,6.00 ,1.00 ,1,5
908240822536213 ,14.40 ,8.80 ,0.17 ,3.79 ,378.22 ,196.72 ,1.00 ,1.00 ,1,5
908240822536273 ,550.17 ,41.33 ,49.75 ,71.39 ,3251.11 ,394.29 ,8.67 ,1.00 ,2,6
908240822536679 ,137.40 ,12.80 ,0.68 ,400.84 ,2238.89 ,2307.01 ,2.33 ,0.97 ,1,5
908240822536871 ,100.33 ,13.00 ,8.58 ,87.07 ,1661.90 ,1225.78 ,5.33 ,1.00 ,2,3
908240822537091 ,22.33 ,6.00 ,0.22 ,11.03 ,298.66 ,912.85 ,1.00 ,1.00 ,1,3
908240822539711 ,431.17 ,20.33 ,3.49 ,196.79 ,4398.87 ,714.85 ,4.50 ,1.00 ,2,6
908240822540617 ,79.00 ,6.67 ,12.39 ,60.81 ,1829.07 ,735.88 ,7.67 ,0.90 ,2,3
908240822541293 ,51.00 ,10.00 ,0.90 ,52.03 ,1198.17 ,381.17 ,1.00 ,0.79 ,1,2
908240822541327 ,76.83 ,10.67 ,81.60 ,0.02 ,0.14 ,1012.48 ,29.33 ,1.00 ,2,6
908240822542445 ,144.00 ,16.00 ,1.23 ,8.86 ,1224.57 ,126.38 ,1.00 ,1.00 ,2,1
908240822543205 ,51.67 ,7.83 ,27.91 ,13.44 ,797.03 ,296.40 ,7.50 ,1.00 ,2,6
908240822545919 ,39.80 ,12.60 ,50.08 ,0.90 ,17.22 ,913.91 ,6.60 ,1.00 ,2,5
908240822548247 ,21.83 ,6.83 ,6.37 ,0.10 ,96.39 ,34.75 ,6.33 ,1.00 ,2,6
908240822553649 ,123.33 ,9.33 ,5.00 ,9.27 ,1592.96 ,388.59 ,3.00 ,0.52 ,1,3
908240822554199 ,48.75 ,12.00 ,0.42 ,8.42 ,664.50 ,6568.32 ,1.00 ,1.00 ,1,4
908240822557579 ,61.40 ,29.00 ,17.98 ,6.02 ,338.73 ,262.91 ,6.50 ,0.85 ,2,5
908240822559007 ,25.33 ,18.50 ,6.42 ,0.08 ,0.67 ,1280.04 ,3.00 ,1.00 ,1,6
908240822560185 ,9.50 ,6.50 ,0.27 ,0.32 ,15.03 ,366.53 ,1.00 ,1.00 ,1,2
908240822561513 ,27.50 ,14.00 ,5.17 ,1.03 ,10.47 ,3436.22 ,4.00 ,1.00 ,1,6
908240822564029 ,98.20 ,7.60 ,6.73 ,177.60 ,2176.59 ,1298.86 ,5.40 ,0.87 ,1,5
908240822566481 ,11.00 ,9.50 ,0.20 ,0.68 ,12.10 ,976.00 ,1.00 ,1.00 ,1,4
908240822567197 ,172.25 ,17.75 ,9.84 ,0.34 ,1647.20 ,5.03 ,4.33 ,0.99 ,2,4
908240822570565 ,37.25 ,6.00 ,19.00 ,0.00 ,6.09 ,0.98 ,6.00 ,1.00 ,2,4
908240822573315 ,152.40 ,6.20 ,1.58 ,104.85 ,2618.39 ,642.66 ,3.00 ,0.96 ,2,5
908240822573511 ,68.00 ,5.00 ,5.13 ,46.49 ,1926.43 ,421.76 ,4.00 ,0.88 ,2,1
908240822575373 ,189.17 ,17.83 ,3.94 ,122.38 ,2922.05 ,602.70 ,2.33 ,0.70 ,1,6
908240822577033 ,27.00 ,16.25 ,23.00 ,0.08 ,14.98 ,95.44 ,4.50 ,1.00 ,2,4
908240822577085 ,123.00 ,12.00 ,26.45 ,48.80 ,1502.54 ,568.79 ,10.00 ,1.00 ,2,4
908240822580263 ,28.00 ,9.33 ,25.67 ,0.33 ,74.84 ,38.40 ,11.20 ,1.00 ,2,6
908240822581957 ,14.00 ,8.50 ,3.88 ,0.51 ,55.38 ,161.19 ,1.00 ,1.00 ,1,2
